satisfaction_level,last_evaluation,number_project,sales,salary
0.74,0.63,3,technical,low
0.91,0.98,3,technical,low
0.71,0.66,3,technical,low
0.73,0.71,3,technical,low
0.44,0.4,3,technical,low
0.6,0.56,2,technical,low
0.73,0.88,4,support,low
0.8,0.54,4,support,low
0.97,0.5,3,support,medium
0.99,0.75,4,support,medium
0.96,0.82,4,support,medium
0.24,0.7,5,support,medium
0.45,0.39,2,support,medium
0.74,0.96,4,support,medium
0.6,0.98,4,support,medium
0.67,0.56,3,support,medium
0.57,0.99,4,support,medium
0.87,0.71,5,technical,medium
0.25,0.83,3,technical,medium
0.98,0.84,3,technical,medium
0.3,0.64,2,management,high
0.21,0.52,5,IT,low
0.56,0.7,3,IT,medium
0.75,0.96,3,IT,medium
0.5,0.77,3,IT,medium
0.61,0.92,4,IT,medium
0.83,0.59,5,product_mng,low
0.66,0.76,3,product_mng,low
0.84,0.68,3,product_mng,low
0.87,0.57,4,product_mng,low
0.48,0.37,3,IT,low
0.84,0.79,4,RandD,low
0.49,0.71,3,RandD,low
0.67,0.93,3,RandD,low
0.12,0.93,6,RandD,low
0.99,0.67,5,RandD,low
0.17,0.59,5,marketing,low
0.58,0.66,3,sales,low
0.5,0.73,3,accounting,low
0.35,0.69,3,support,low
0.93,0.95,6,technical,low
0.73,0.87,3,management,low
0.91,0.54,3,marketing,low
0.72,0.66,3,marketing,low
0.51,0.39,3,marketing,low
0.55,0.92,3,sales,low
0.66,0.76,3,sales,low
0.84,0.41,6,sales,medium
0.81,0.8,4,sales,medium
0.81,0.69,5,sales,medium
0.5,0.75,5,sales,medium
0.78,0.68,5,sales,medium
0.76,0.74,3,sales,medium
0.49,0.71,3,sales,medium
0.99,0.61,3,sales,medium
0.73,0.48,4,sales,medium
0.88,0.74,5,sales,medium
0.79,0.91,4,sales,medium
0.83,0.98,3,sales,medium
0.21,0.44,4,sales,high
0.87,0.52,3,sales,low
1,0.89,3,sales,medium
0.49,0.98,3,sales,medium
0.51,0.63,3,sales,medium
0.63,0.64,3,accounting,medium
0.91,0.63,4,accounting,low
0.54,0.5,2,accounting,low
1,0.59,4,hr,low
0.64,0.91,5,hr,low
0.65,0.96,5,hr,low
0.15,0.93,4,hr,low
0.81,0.83,4,technical,low
0.61,0.83,3,technical,low
0.86,0.55,5,technical,medium
0.71,0.62,3,technical,medium
0.72,0.82,5,technical,medium
0.84,0.37,5,technical,medium
0.38,0.74,3,technical,medium
0.75,0.56,4,technical,medium
0.93,0.77,5,technical,medium
0.71,0.64,4,technical,medium
0.75,0.96,3,technical,medium
0.56,0.68,4,support,medium
0.57,0.82,5,support,medium
0.63,0.83,4,support,medium
0.59,0.91,4,support,medium
0.77,0.62,3,support,medium
0.65,0.7,4,support,medium
0.84,0.49,4,support,medium
0.9,0.45,4,support,medium
0.6,0.83,3,support,medium
0.9,0.74,5,support,medium
0.94,0.7,5,support,medium
0.56,0.9,4,technical,medium
0.95,0.86,5,technical,medium
0.97,0.85,4,technical,medium
0.55,0.63,4,management,medium
0.79,0.6,5,IT,medium
0.49,0.76,5,IT,high
0.49,0.58,5,IT,high
0.57,0.65,5,IT,high
0.89,0.81,4,IT,high
0.66,0.59,3,product_mng,high
0.94,0.77,5,product_mng,high
0.98,0.95,4,product_mng,high
0.18,0.52,5,product_mng,high
0.57,0.73,3,IT,high
0.67,0.55,3,RandD,high
0.12,0.61,6,RandD,high
0.48,0.95,3,RandD,high
0.61,0.97,3,RandD,low
0.23,0.52,5,RandD,low
0.4,0.38,3,marketing,low
0.57,0.6,3,sales,low
0.95,0.98,5,accounting,low
0.93,0.66,4,support,low
0.7,0.88,3,technical,low
0.58,0.9,4,management,low
0.52,0.95,5,marketing,low
0.98,0.88,5,marketing,low
0.93,0.94,4,marketing,low
0.34,0.63,5,sales,low
0.87,0.75,4,sales,low
0.52,0.96,5,sales,low
0.58,0.91,4,sales,low
0.65,0.51,4,sales,medium
0.74,0.59,3,sales,medium
0.63,0.7,5,sales,medium
0.74,0.74,4,sales,medium
0.65,1,4,sales,medium
0.48,0.94,3,sales,medium
0.84,0.75,3,sales,medium
0.6,0.62,3,sales,medium
0.56,0.57,3,sales,medium
0.13,0.8,5,sales,medium
0.83,0.51,5,sales,medium
0.91,0.42,2,sales,medium
0.97,0.97,5,sales,high
0.9,0.96,3,sales,high
0.57,0.87,4,sales,high
0.84,0.79,6,accounting,high
0.84,0.74,4,accounting,high
0.17,0.93,5,accounting,high
0.97,0.86,5,hr,high
0.94,0.66,3,hr,high
0.83,0.61,5,hr,low
0.91,0.73,3,hr,low
0.9,0.76,2,technical,low
0.95,0.86,3,technical,low
0.69,0.95,3,technical,low
0.49,0.98,3,technical,low
0.45,0.37,6,technical,low
0.21,0.9,2,technical,low
0.67,0.61,3,technical,medium
0.76,0.62,3,technical,medium
0.19,0.78,5,technical,medium
0.52,0.73,2,technical,medium
0.66,0.59,5,technical,medium
0.95,0.67,3,support,medium
0.95,0.78,4,support,medium
0.57,0.54,5,support,medium
0.48,0.57,5,support,medium
0.95,0.5,4,support,medium
0.7,0.67,4,support,medium
0.48,0.61,3,support,medium
0.62,0.58,3,support,medium
0.58,0.76,3,support,medium
1,0.87,4,support,medium
0.79,0.65,2,support,medium
0.58,0.73,3,technical,medium
0.59,0.79,4,technical,medium
0.66,0.8,4,technical,medium
0.71,0.59,4,management,medium
0.9,0.74,5,IT,medium
0.74,0.63,4,IT,medium
0.66,0.93,5,IT,medium
0.92,0.53,2,IT,high
0.55,0.51,4,IT,low
0.51,0.43,3,product_mng,medium
0.49,0.52,5,product_mng,medium
0.88,0.52,5,product_mng,medium
0.6,0.8,4,product_mng,medium
0.93,0.65,4,IT,medium
0.86,0.59,3,RandD,medium
0.78,0.98,4,RandD,medium
0.69,0.55,3,RandD,medium
0.84,0.51,4,RandD,medium
0.48,0.62,3,RandD,medium
0.63,0.86,3,marketing,low
0.54,0.61,3,sales,low
0.85,0.53,4,accounting,low
0.51,0.52,3,support,low
0.88,0.86,5,technical,low
0.87,0.93,3,management,low
0.54,0.5,4,marketing,low
0.96,0.67,5,marketing,high
0.58,0.75,4,marketing,low
0.21,0.57,5,sales,high
0.5,0.56,5,sales,high
0.52,0.54,4,sales,low
0.5,0.7,3,sales,low
0.74,0.86,3,sales,high
0.69,0.63,3,sales,low
0.61,0.74,2,sales,medium
0.5,0.82,3,sales,high
0.79,0.53,2,sales,medium
0.73,0.68,5,sales,medium
0.49,0.69,2,sales,medium
0.7,0.77,2,sales,medium
0.27,0.62,6,sales,high
0.8,0.54,5,sales,medium
0.45,0.6,6,sales,medium
0.63,0.64,4,sales,medium
0.76,0.52,2,sales,high
0.42,0.74,6,sales,medium
0.41,0.87,6,sales,high
0.74,0.46,6,accounting,low
0.82,0.75,3,accounting,medium
0.82,0.65,4,accounting,medium
0.53,0.73,4,hr,medium
0.71,0.77,4,hr,medium
0.5,0.9,4,hr,low
0.68,0.89,3,hr,low
0.68,0.99,3,technical,low
0.48,0.86,5,technical,low
0.59,0.72,3,technical,low
0.21,0.7,3,technical,low
0.99,0.73,5,technical,low
1,0.88,4,technical,low
0.84,0.51,4,technical,low
0.86,0.82,2,technical,low
0.52,0.54,5,technical,high
0.94,0.97,5,technical,low
0.55,0.81,3,technical,low
0.79,0.59,3,support,low
0.91,0.9,4,support,low
0.82,0.99,3,support,high
0.84,0.94,4,support,low
0.72,0.68,4,support,low
0.68,0.85,4,support,low
0.99,0.96,5,support,high
0.74,0.85,5,support,low
0.8,0.41,6,support,medium
0.55,0.55,3,support,high
0.56,0.95,3,support,medium
0.88,0.98,3,technical,high
0.86,0.49,4,technical,medium
0.64,0.95,3,technical,medium
0.82,0.58,4,management,medium
0.66,0.8,4,IT,medium
0.64,0.95,3,IT,medium
0.17,0.78,6,IT,medium
0.75,0.68,4,IT,medium
0.45,0.39,4,IT,medium
0.99,0.9,4,product_mng,high
0.93,0.67,5,product_mng,low
0.88,0.8,3,product_mng,medium
0.62,0.52,5,product_mng,medium
0.94,0.88,4,IT,medium
0.59,0.92,4,RandD,medium
0.93,0.89,4,RandD,medium
0.71,0.39,3,RandD,medium
0.6,0.6,3,RandD,medium
0.71,0.69,4,RandD,medium
0.91,0.57,4,marketing,medium
0.78,0.96,4,sales,high
0.52,0.63,4,accounting,low
0.99,0.7,5,support,low
0.86,0.51,4,technical,low
0.74,0.68,4,management,high
0.15,0.84,4,marketing,low
0.57,0.54,3,marketing,low
0.67,0.6,3,marketing,low
0.8,0.93,4,sales,high
0.83,0.82,5,sales,low
0.69,0.53,3,sales,low
0.64,0.83,3,sales,low
0.95,0.52,5,sales,low
0.97,0.52,4,sales,low
0.85,0.86,3,sales,low
0.72,0.51,3,sales,low
0.91,0.85,3,sales,medium
0.81,0.83,3,sales,medium
0.13,0.67,5,sales,medium
0.95,0.81,4,sales,medium
0.82,0.54,4,sales,medium
0.63,0.93,4,sales,medium
0.55,0.69,3,sales,medium
0.83,0.95,3,sales,medium
0.54,0.98,3,sales,medium
0.89,0.91,5,sales,medium
0.79,0.55,3,sales,medium
0.56,0.73,4,accounting,medium
0.89,0.7,4,accounting,high
1,0.66,4,accounting,low
0.43,0.72,3,hr,medium
0.71,0.55,5,hr,medium
0.98,0.59,4,hr,medium
0.81,0.7,4,hr,medium
0.71,0.53,3,technical,low
0.99,0.6,4,technical,low
0.34,0.62,3,technical,low
0.58,0.91,3,technical,low
0.77,0.49,4,technical,low
0.64,0.5,3,technical,low
0.13,1,4,technical,low
0.98,0.6,2,technical,low
0.72,0.84,4,technical,low
0.55,0.79,3,technical,low
0.62,0.91,4,technical,low
0.74,0.91,2,support,low
0.69,0.96,3,support,low
0.6,0.63,4,support,low
0.54,0.43,3,support,low
0.56,0.75,4,support,low
0.58,0.86,5,support,low
0.21,0.66,4,support,low
0.52,0.85,5,support,low
0.98,0.7,4,support,low
0.85,0.97,3,support,low
0.62,0.88,2,support,medium
0.63,0.61,3,technical,medium
0.84,0.97,6,technical,medium
0.71,0.69,2,technical,medium
0.36,0.55,6,management,medium
0.79,0.56,6,IT,medium
0.59,0.55,4,IT,medium
0.5,0.53,4,IT,medium
0.88,0.66,4,IT,medium
0.65,0.69,6,IT,medium
0.71,0.56,4,product_mng,medium
0.89,0.54,3,product_mng,medium
0.83,0.84,3,product_mng,high
0.73,0.53,3,product_mng,low
0.71,0.67,3,IT,medium
0.53,0.66,3,RandD,medium
0.74,0.7,3,RandD,medium
0.6,0.52,4,RandD,medium
0.47,0.6,4,RandD,low
0.88,0.88,3,RandD,low
0.62,0.67,2,marketing,low
0.24,0.48,5,sales,low
0.15,0.36,5,accounting,low
0.92,0.82,3,support,low
0.74,0.7,4,technical,low
0.86,0.77,3,management,low
0.96,0.61,3,marketing,low
0.54,0.6,4,marketing,low
0.99,0.87,4,marketing,low
0.72,0.73,5,sales,low
0.96,0.75,5,sales,low
0.73,0.73,4,sales,low
0.67,0.44,5,sales,low
0.58,0.72,5,sales,low
0.9,0.99,4,sales,low
0.99,0.37,5,sales,low
0.89,0.58,4,sales,low
0.72,0.95,4,sales,low
0.77,0.8,3,sales,low
0.8,0.94,4,sales,medium
0.89,0.86,3,sales,medium
0.59,0.81,4,sales,medium
0.24,0.87,5,sales,medium
0.94,0.59,6,sales,medium
0.74,0.5,4,sales,medium
0.63,0.62,5,sales,medium
0.63,0.59,3,sales,medium
0.77,0.65,4,sales,medium
0.87,0.74,3,accounting,medium
0.79,0.61,4,accounting,medium
0.54,0.84,4,accounting,medium
0.59,0.83,4,hr,high
0.86,0.87,3,hr,low
0.98,0.68,3,hr,medium
1,0.79,5,hr,medium
0.9,0.79,4,technical,medium
0.34,0.6,4,technical,medium
0.95,0.93,3,technical,low
0.79,0.48,4,technical,low
0.13,0.91,4,technical,low
0.72,0.69,3,technical,low
0.63,0.54,3,technical,low
0.81,0.76,5,technical,low
0.71,0.75,4,technical,low
0.49,0.76,3,technical,low
0.59,0.65,4,technical,low
0.87,0.59,5,support,low
0.66,0.6,3,support,low
0.78,0.92,5,support,low
0.65,0.7,4,support,low
0.8,0.97,5,support,low
0.56,0.75,4,support,low
0.85,0.67,4,support,low
0.14,0.46,2,support,low
0.74,0.62,4,support,low
0.86,0.93,2,support,low
0.71,0.96,4,support,low
0.83,0.99,4,technical,low
0.52,0.49,4,technical,medium
0.63,0.8,3,technical,medium
0.92,0.93,4,management,medium
0.66,0.87,3,IT,medium
0.77,0.7,3,IT,medium
0.74,0.97,2,IT,medium
0.81,0.76,5,IT,medium
0.67,0.55,3,IT,medium
0.75,0.92,3,product_mng,medium
0.65,0.36,2,product_mng,medium
0.81,0.6,4,product_mng,medium
0.57,0.77,4,product_mng,medium
0.89,0.66,4,IT,high
0.5,0.56,4,RandD,low
0.21,0.42,4,RandD,medium
0.79,0.67,3,RandD,medium
0.66,0.57,3,RandD,medium
0.82,0.95,3,RandD,medium
0.85,0.85,4,marketing,low
0.72,0.96,3,sales,low
0.52,0.92,3,accounting,low
0.5,0.62,4,support,low
0.52,0.82,3,technical,low
0.13,0.87,3,management,low
0.87,0.98,4,marketing,low
0.53,0.98,2,marketing,low
0.15,0.76,5,marketing,low
0.64,0.86,5,sales,low
0.52,0.44,3,sales,low
0.79,0.67,4,sales,low
0.74,0.89,3,sales,low
0.81,0.84,4,sales,low
0.94,0.6,3,sales,low
0.67,0.84,6,sales,low
0.93,0.84,3,sales,low
0.52,0.96,4,sales,low
0.48,0.74,2,sales,medium
0.57,0.92,6,sales,medium
0.71,0.77,4,sales,medium
0.9,0.74,4,sales,medium
0.58,0.61,4,sales,medium
0.66,0.48,4,sales,medium
0.59,0.66,3,sales,medium
0.96,0.5,3,sales,medium
0.13,0.91,2,sales,medium
0.93,0.92,3,sales,medium
0.54,0.72,3,accounting,medium
0.54,0.77,5,accounting,medium
0.87,0.62,3,accounting,high
0.79,0.91,3,hr,low
0.83,0.57,3,hr,medium
0.73,0.6,3,hr,medium
0.29,0.42,6,hr,medium
0.8,0.7,6,technical,medium
0.29,0.81,3,technical,low
0.43,0.85,6,technical,low
0.99,0.93,3,technical,low
0.86,0.51,4,technical,low
0.85,0.78,5,technical,low
0.66,0.68,3,technical,low
0.57,0.99,3,technical,low
0.31,0.64,6,technical,low
0.88,0.88,3,technical,low
0.72,0.72,5,technical,low
0.75,0.66,4,support,low
0.82,0.71,4,support,low
0.82,0.67,3,support,low
0.15,0.52,4,support,low
0.16,0.88,6,support,low
0.95,0.4,5,support,low
0.87,0.73,3,support,low
0.85,0.89,4,support,low
0.58,0.6,3,support,low
0.63,0.86,3,support,low
0.69,0.68,3,support,low
0.53,0.85,5,technical,medium
0.96,0.71,4,technical,medium
0.73,0.83,2,technical,medium
0.5,0.6,3,management,medium
0.81,0.83,3,IT,medium
0.82,0.59,3,IT,medium
0.76,0.72,4,IT,medium
0.27,0.82,4,IT,medium
0.64,0.38,6,IT,medium
0.57,0.9,3,product_mng,medium
0.49,0.84,5,product_mng,medium
0.66,0.92,2,product_mng,medium
0.71,0.36,4,product_mng,high
0.61,0.63,3,IT,low
0.52,0.89,5,RandD,medium
0.62,0.91,3,RandD,medium
0.98,0.65,4,RandD,medium
0.67,0.56,5,RandD,medium
0.85,0.62,2,RandD,low
0.84,0.85,4,marketing,low
1,0.53,3,sales,low
0.72,0.76,4,accounting,low
0.66,0.75,6,support,low
0.64,0.71,5,technical,low
1,0.76,5,management,low
0.75,0.59,5,marketing,low
0.81,0.77,4,marketing,low
0.31,0.98,5,marketing,low
0.32,0.97,6,sales,low
0.48,0.5,4,sales,low
0.62,0.42,2,sales,low
0.77,0.86,5,sales,low
0.76,0.8,2,sales,low
0.68,0.41,3,sales,low
0.72,0.79,4,sales,low
0.87,0.91,5,sales,low
0.59,0.57,2,sales,low
0.7,0.64,3,sales,low
0.73,0.81,4,sales,low
0.58,0.62,3,sales,medium
0.64,0.66,3,sales,medium
0.89,0.66,5,sales,medium
0.95,0.71,3,sales,medium
0.84,0.9,3,sales,medium
0.6,0.99,4,sales,medium
0.71,0.63,5,sales,medium
0.6,0.95,3,sales,medium
0.91,0.68,3,accounting,medium
0.75,1,3,accounting,medium
0.7,0.67,4,accounting,medium
0.23,0.64,5,hr,medium
0.73,0.83,4,hr,high
0.99,0.49,4,hr,low
0.62,0.68,5,hr,medium
0.98,0.89,4,technical,medium
0.61,0.94,3,technical,medium
0.52,0.92,3,technical,medium
0.65,0.66,5,technical,low
0.59,0.9,3,technical,low
0.71,0.8,3,technical,low
0.18,0.7,5,technical,low
0.21,0.93,4,technical,low
0.15,0.67,6,technical,low
0.97,0.53,4,technical,low
0.39,0.48,3,technical,low
0.35,0.66,2,support,medium
0.88,0.58,4,support,medium
0.58,0.97,3,support,medium
0.61,0.78,3,support,medium
0.59,0.98,3,support,medium
0.55,0.41,4,support,medium
0.52,0.8,5,support,medium
0.71,0.77,2,support,medium
0.63,0.82,5,support,medium
0.17,0.84,5,support,medium
0.95,0.49,4,support,medium
1,0.73,3,technical,medium
0.73,0.96,2,technical,medium
0.8,0.64,4,technical,medium
0.63,0.8,4,management,medium
0.95,0.59,4,IT,medium
0.75,0.83,4,IT,medium
0.64,0.72,5,IT,medium
0.72,1,3,IT,medium
0.72,0.53,3,IT,medium
0.85,0.63,3,product_mng,medium
0.24,0.94,4,product_mng,medium
0.69,0.53,4,product_mng,medium
0.69,0.7,3,product_mng,medium
0.87,0.59,5,IT,medium
0.78,0.91,3,RandD,high
0.76,0.74,4,RandD,high
0.35,0.7,3,RandD,high
0.88,0.59,6,RandD,high
0.78,0.79,5,RandD,high
0.36,0.42,3,marketing,high
0.24,0.7,5,sales,high
0.55,0.82,3,accounting,high
0.91,0.53,3,support,high
0.66,0.61,5,technical,high
0.57,0.82,3,management,high
0.64,0.64,3,marketing,high
0.63,0.98,3,marketing,low
0.49,0.92,5,marketing,low
0.7,0.7,3,sales,low
0.3,0.71,3,sales,low
0.51,0.52,3,sales,low
0.71,0.87,5,sales,low
0.64,0.67,3,sales,low
0.67,0.66,6,sales,low
0.83,0.94,5,sales,low
0.92,0.96,3,sales,low
0.84,0.53,3,sales,low
0.97,0.75,2,sales,low
0.19,0.91,6,sales,low
0.86,0.51,4,sales,low
0.71,0.69,3,sales,low
0.76,0.56,4,sales,medium
0.68,0.88,5,sales,medium
0.61,0.99,2,sales,medium
0.85,0.79,3,sales,medium
0.84,0.89,3,sales,medium
0.62,0.63,2,sales,medium
0.77,0.76,3,accounting,medium
0.79,0.93,5,accounting,medium
0.97,0.5,3,accounting,medium
0.59,0.61,4,hr,medium
0.93,0.62,3,hr,medium
0.85,0.54,4,hr,medium
0.7,0.57,4,hr,high
0.54,0.91,3,technical,high
0.42,0.86,2,technical,high
0.96,0.75,4,technical,high
0.58,0.8,3,technical,high
0.61,0.59,3,technical,high
0.62,0.97,5,technical,high
0.68,0.7,3,technical,high
0.6,0.73,3,technical,low
0.7,0.91,4,technical,low
0.65,0.55,4,technical,low
0.48,0.59,2,technical,low
0.75,0.73,3,support,low
0.69,0.78,5,support,low
0.34,0.46,2,support,low
0.59,0.49,4,support,low
0.94,0.95,4,support,medium
0.98,0.77,5,support,medium
0.72,0.66,3,support,medium
0.79,0.7,4,support,medium
0.54,0.61,4,support,medium
0.73,0.95,3,support,medium
0.82,0.58,4,support,medium
0.57,0.45,3,technical,medium
0.98,0.93,5,technical,medium
0.91,0.65,5,technical,medium
0.72,0.91,3,management,medium
0.48,0.73,5,IT,medium
0.57,0.86,4,IT,medium
0.86,0.96,4,IT,medium
0.63,0.85,3,IT,medium
0.81,0.52,3,IT,medium
0.21,0.37,4,product_mng,medium
0.9,0.66,3,product_mng,medium
0.79,0.78,3,product_mng,medium
0.95,0.49,4,product_mng,medium
0.29,0.43,3,IT,medium
0.81,0.52,4,RandD,medium
0.21,0.56,6,RandD,medium
0.7,0.83,5,RandD,high
0.66,0.64,4,RandD,low
0.16,0.86,2,RandD,medium
0.72,0.8,3,marketing,medium
0.51,0.5,3,sales,medium
0.59,0.63,5,accounting,medium
0.66,0.4,2,support,medium
0.69,0.84,3,technical,medium
0.69,0.94,4,management,medium
0.89,0.79,5,marketing,medium
0.52,0.56,4,marketing,medium
0.91,0.91,3,marketing,medium
0.96,0.53,5,sales,low
0.8,0.58,5,sales,low
0.55,0.77,3,sales,low
0.93,0.63,4,sales,low
0.93,0.86,4,sales,low
0.54,0.48,3,sales,low
0.48,0.76,5,sales,low
0.19,0.99,3,sales,high
0.95,0.71,3,sales,low
0.96,0.81,4,sales,high
0.63,0.89,4,sales,high
0.81,0.8,4,sales,low
0.5,0.88,4,sales,low
0.76,0.72,5,sales,high
0.84,0.49,4,sales,low
0.2,0.95,5,sales,medium
0.78,0.92,3,sales,high
0.8,0.68,4,sales,medium
0.94,0.57,4,sales,medium
0.44,0.74,5,accounting,medium
0.92,0.85,3,accounting,medium
0.54,0.8,3,accounting,high
0.56,0.56,4,hr,medium
0.66,0.69,4,hr,medium
0.8,0.91,3,hr,medium
0.6,0.81,2,hr,high
0.73,0.73,5,technical,medium
0.55,0.74,3,technical,high
0.7,0.71,5,technical,low
0.53,0.68,4,technical,medium
0.9,0.94,4,technical,medium
0.8,0.78,3,technical,medium
0.51,0.6,5,technical,medium
0.86,0.96,5,technical,low
0.63,0.79,4,technical,low
0.83,0.93,3,technical,low
0.85,0.55,4,technical,low
0.8,0.57,3,support,low
0.79,0.97,5,support,low
0.37,0.71,3,support,low
0.85,0.9,3,support,low
0.76,0.56,3,support,low
0.99,0.62,4,support,low
0.55,0.63,3,support,high
0.69,0.69,4,support,low
0.68,1,5,support,low
0.69,0.9,5,support,low
0.65,0.7,3,support,low
0.17,0.88,6,technical,high
0.48,0.65,3,technical,low
0.65,0.59,4,technical,low
0.57,0.49,4,management,low
0.8,0.67,3,IT,high
0.8,0.6,5,IT,low
0.5,0.6,2,IT,medium
0.95,0.87,3,IT,high
0.69,0.93,3,IT,medium
0.74,0.57,4,product_mng,high
0.68,0.59,3,product_mng,medium
0.68,0.55,3,product_mng,medium
0.65,0.37,5,product_mng,medium
0.85,0.92,4,IT,medium
0.49,0.48,4,RandD,medium
0.19,0.8,6,RandD,medium
0.95,0.61,3,RandD,medium
0.63,0.62,3,RandD,medium
0.83,0.8,4,RandD,high
0.62,0.78,4,marketing,low
0.74,0.98,5,sales,medium
0.7,0.87,5,accounting,medium
0.28,0.38,5,support,medium
0.39,0.56,6,technical,medium
0.62,0.63,3,management,medium
0.79,0.54,5,marketing,medium
0.87,0.74,4,marketing,medium
0.29,0.75,3,marketing,medium
0.37,0.88,4,sales,medium
0.68,0.55,4,sales,high
0.9,0.51,4,sales,low
0.97,0.65,3,sales,low
0.6,0.77,4,sales,low
0.58,0.79,5,sales,high
0.83,0.86,3,sales,low
0.83,0.73,5,sales,low
0.94,0.71,4,sales,low
0.69,0.9,5,sales,high
0.81,0.81,5,sales,low
0.19,0.5,6,sales,low
0.18,0.64,3,sales,low
0.58,0.63,4,sales,low
0.76,0.65,3,sales,low
0.26,0.47,6,sales,low
0.78,0.87,3,sales,low
0.71,0.56,3,sales,medium
0.76,0.61,3,sales,medium
0.44,0.81,3,accounting,medium
0.26,0.69,2,accounting,medium
0.75,0.57,5,accounting,medium
0.64,0.9,4,hr,medium
0.79,0.71,4,hr,medium
0.96,0.61,3,hr,medium
0.63,1,5,hr,medium
0.65,0.55,5,technical,medium
0.76,0.81,3,technical,medium
0.26,0.9,4,technical,medium
0.84,0.73,3,technical,high
0.74,0.77,3,technical,low
0.53,0.45,4,technical,medium
0.7,0.56,5,technical,medium
0.62,0.69,4,technical,medium
0.71,0.68,4,technical,medium
0.5,0.65,3,technical,low
0.53,0.5,6,technical,low
0.88,0.89,2,support,low
0.79,0.83,2,support,low
0.69,0.89,5,support,low
0.57,0.96,4,support,low
0.68,0.8,4,support,low
0.6,0.82,4,support,low
0.7,0.9,4,support,low
0.71,0.76,4,support,low
0.49,0.51,4,support,low
0.74,0.7,4,support,low
0.2,0.93,4,support,low
0.57,0.5,4,technical,low
0.83,0.48,3,technical,low
0.22,0.64,3,technical,low
0.67,0.57,2,management,low
0.54,0.84,3,IT,low
0.54,0.53,4,IT,low
0.64,0.61,4,IT,low
0.23,0.84,5,IT,low
0.88,0.87,5,IT,medium
0.83,0.54,4,product_mng,medium
0.88,0.67,5,product_mng,medium
0.9,0.85,5,product_mng,medium
0.49,0.61,3,product_mng,medium
0.55,0.49,3,IT,medium
0.92,0.69,4,RandD,medium
0.72,0.67,3,RandD,medium
0.63,0.5,4,RandD,medium
0.98,0.66,3,RandD,medium
0.76,0.52,3,RandD,medium
0.42,0.56,2,marketing,medium
0.58,0.65,4,marketing,high
0.85,0.82,3,sales,low
0.67,0.95,4,accounting,medium
0.58,1,4,support,medium
0.84,0.76,5,technical,medium
0.56,0.68,3,management,medium
0.63,0.83,4,marketing,low
0.51,0.92,3,marketing,low
0.95,0.81,5,marketing,low
0.85,0.55,3,sales,low
0.73,0.78,5,sales,low
0.2,0.49,5,sales,low
0.78,0.79,3,sales,low
0.83,0.8,3,sales,low
0.87,0.56,2,sales,low
0.98,0.99,5,sales,low
1,0.81,5,sales,low
0.7,0.55,4,sales,low
0.62,0.88,5,sales,low
0.67,0.72,4,sales,low
0.86,0.96,4,sales,low
0.44,0.57,5,sales,low
0.19,0.86,4,sales,low
0.76,0.83,4,sales,low
0.89,0.93,5,sales,low
0.25,0.97,3,sales,low
0.68,1,4,sales,low
0.38,0.5,2,sales,medium
0.64,0.95,4,accounting,medium
0.76,0.62,4,accounting,medium
0.26,0.45,2,accounting,medium
0.69,0.67,3,hr,medium
0.98,0.66,3,hr,medium
0.86,0.83,5,hr,medium
0.14,0.68,4,hr,medium
0.58,0.63,4,technical,medium
0.63,0.97,4,technical,medium
0.7,0.91,5,technical,medium
0.73,0.62,4,technical,medium
0.89,0.52,3,technical,high
0.17,0.61,3,technical,low
0.86,0.73,5,technical,medium
0.59,0.73,3,technical,medium
0.22,0.51,4,technical,medium
0.55,0.57,3,technical,medium
0.74,0.6,3,technical,low
0.55,0.54,3,support,low
0.67,0.94,4,support,low
0.64,0.8,3,support,low
0.58,0.71,3,support,low
0.9,0.6,4,support,low
0.89,0.9,4,support,low
0.74,0.37,2,support,low
0.78,0.91,5,support,low
0.97,0.53,4,support,low
0.52,0.92,4,support,low
0.99,0.86,4,support,low
0.76,0.44,4,technical,low
0.69,0.96,5,technical,low
0.59,0.69,3,technical,low
0.95,0.63,3,management,low
0.69,0.81,3,IT,low
0.76,0.75,4,IT,low
0.7,0.84,2,IT,low
0.87,0.6,2,IT,low
0.44,0.55,3,IT,low
0.54,0.91,3,product_mng,medium
0.55,0.75,3,product_mng,medium
0.81,0.75,5,product_mng,medium
0.5,0.55,3,product_mng,medium
0.93,0.74,4,IT,medium
0.64,0.5,6,RandD,medium
0.57,0.78,3,RandD,medium
0.95,0.74,4,RandD,medium
0.86,0.67,5,RandD,medium
0.82,0.58,4,RandD,medium
0.18,0.79,4,RandD,medium
0.58,0.7,5,marketing,medium
0.57,0.56,3,sales,high
0.94,0.83,5,accounting,low
0.2,0.97,6,support,medium
0.73,0.75,2,technical,medium
0.94,0.8,4,management,medium
0.99,0.61,3,marketing,medium
0.22,0.49,4,marketing,low
0.67,0.66,3,marketing,low
0.49,0.67,4,sales,low
0.78,0.95,4,sales,low
0.15,0.74,2,sales,low
0.91,0.89,4,sales,low
0.7,0.78,4,sales,low
0.6,0.95,3,sales,low
0.59,0.57,5,sales,low
0.59,0.93,3,sales,low
0.55,0.64,3,sales,low
0.42,0.75,3,sales,low
0.57,0.81,3,sales,low
0.72,0.51,3,sales,low
0.83,0.81,3,sales,low
0.89,0.93,4,sales,low
0.55,0.59,3,sales,low
0.53,0.75,4,sales,low
0.74,0.59,4,sales,medium
